sector;province;2018-01;2018-12;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2019-06;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2021-05;2020-06;2020-07;2021-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2022-04;2021-06;2022-06;2022-05;2021-08;2022-08;2022-07;2021-09;2021-10;2022-10;2021-11;2022-11;2021-12;2022-12;2022-01;2023-01;2022-02;2023-02;2022-03;2023-03;2023-04;2023-05
 İklimlendirme Sanayii;İSTANBUL;136261.3136;137900.3218;143666.6261;168287.3824;158792.3036;169192.6807;150680.5402;165458.1194;115298.3581;141270.2747;148541.9774;161209.9408;155203.3625;128074.4167;137872.9946;161857.7482;159782.6245;192129.2844;174625.4924;140709.5201;159407.5381;175623.1802;165513.2987;151985.1152;144672.9581;147263.3851;146643.5375;111535.0622;110318.1573;185656.7166;143617.4934;161475.2535;179250.9321;139979.7441;164912.2865;177808.281;212179.209;185490.1887;152378.1043;167191.0453;206926.5518;207920.1008;249189.9282;225273.5445;243203.4846;189000.7064;214437.3436;226955.2531;177789.8337;227874.7852;212147.4756;224175.893;236168.5074;227724.7278;228414.5932;220911.6851;176519.5712;196711.9793;202211.0557;217019.9109;225582.05;260421.6885;226299.207;245284.3526
 Kimyevi Maddeler ve Mamulleri  ;İSTANBUL;587055.5136;637115.3087;584420.8422;702803.5809;640954.5375;670352.3037;628940.8121;647187.0097;603854.1583;566009.9676;613999.6931;668374.7759;698256.1622;632196.8784;714677.0663;882482.9699;806341.4349;947776.5419;842565.1523;817537.5827;819231.9531;954290.6509;904904.4029;899814.4742;774226.4094;763005.0331;800067.1318;678637.6694;665365.8785;963187.0698;782439.6358;876460.2875;931432.3937;754740.8943;874245.2829;920425.1327;1114319.39;951124.9978;898058.8857;889490.4343;1030711.478;1025607.094;1631924.921;1179193.81;1596694.4;1417078.491;987755.5043;1528421.639;1184585.518;1169386.597;1113695.593;1527407.435;1153917.005;1519436.469;1283227.464;1586540.904;1061228.531;1397367.385;1284578.812;1398955.746;1616656.643;1671904.915;1383730.828;1396637.7
 Kuru Meyve ve Mamulleri  ;İSTANBUL;15160.92531;15412.8079;16621.45411;16138.05366;12015.24414;12500.4364;6792.43187;10769.72014;7787.16257;8288.75801;14400.10989;16116.78683;14709.08089;15061.68659;12767.06841;14337.93915;14058.20187;14461.00283;8931.7126;7239.93938;13314.83789;18644.02122;17902.50528;18395.71873;17882.24717;13208.52693;13191.38457;13478.99043;10436.18491;13277.46245;10232.39439;11288.8263;7378.1625;12464.89888;18051.52934;17758.4887;16650.48235;14477.356;14214.42194;17330.85854;19346.43918;19076.78387;18289.62686;12113.13918;12056.04819;9630.06716;10271.30226;13149.09177;11020.75795;13503.56651;16582.20977;19753.70636;16620.20619;19291.96785;24003.26598;17292.5689;18084.90657;18920.26547;19890.30689;17832.83297;20200.11166;21387.55827;12087.83681;13095.6011
 Madencilik Ürünleri;İSTANBUL;135696.3984;101047.6399;102461.7263;123331.3146;100818.4311;120777.7723;107909.7291;121531.4453;93800.22485;99394.46711;99835.90701;123838.6456;111401.1365;90750.09942;103864.2356;101981.7991;118716.1855;124715.4469;111589.7724;92131.68928;101884.0627;111178.649;95117.22071;95382.12741;98255.66185;93983.05654;87008.77838;84181.36739;62945.58703;136222.3512;79216.79876;87675.19826;105549.428;81193.24465;96936.65241;100190.0011;111328.8624;103257.7138;84358.54815;111066.2302;103286.7261;119503.1194;203874.7809;139374.2423;150299.3883;127652.2594;155329.2619;176465.5556;134939.3446;158227.6665;111197.1724;123873.2599;144767.8295;167772.5108;124963.5065;155814.1277;164307.6394;122963.3689;123933.2343;122576.4667;156829.1897;136595.3302;132793.8342;150804.5265
 Makine ve Aksamları;İSTANBUL;190795.5731;254804.8173;201957.0312;226154.0795;205159.7711;217057.6396;202653.968;220040.1997;167015.9232;204212.0932;229716.1214;286470.5609;274140.7929;206920.4411;218997.8159;251878.6622;227718.8319;280170.237;251404.9622;215003.8947;246943.7882;252933.6714;255204.7609;278568.118;211213.2505;223423.1242;199929.4482;141662.8305;147631.4161;229141.4476;202071.168;236796.9452;239331.6118;206723.1131;243224.9673;261669.0445;280817.7648;295439.5641;230763.4313;239761.7706;237491.0091;269622.9862;273366.1437;273252.2207;293040.1983;215867.3658;266750.0816;275185.0415;226212.4892;324033.9873;284152.5417;283233.2681;279100.0069;337898.0538;299711.3137;344465.7319;234634.0903;263448.8156;257114.4365;279271.1728;294619.9352;339104.3489;284135.9853;291014.0445
 Meyve Sebze Mamulleri ;İSTANBUL;30809.49235;31571.81823;31825.41938;41952.20256;36267.77774;43232.96105;39174.67787;38511.67397;27460.92026;29733.75551;31746.19634;30233.85489;31474.00929;31900.8046;33542.56703;32399.52716;35005.00651;42588.29006;30941.98219;30269.12067;33821.16999;31997.53409;33536.38858;35874.9168;34751.90571;34315.37567;37793.84333;37102.4677;32675.02471;40140.77689;33737.67831;32819.5859;40696.47038;30724.72775;36676.21059;34934.41321;47888.86751;39686.14244;26897.36326;37100.35719;41915.71296;41438.04538;55883.82433;57045.59887;56961.81318;43950.45907;49591.69852;57788.21946;44548.74048;48463.27232;47886.54639;50227.94865;51694.07673;61984.08964;49134.21255;55673.47155;48137.65484;46542.91618;50649.41821;49722.46043;57788.10683;59259.04951;53404.51436;55121.25673
 Mücevher;İSTANBUL;123600.6668;242008.0888;185300.8464;480756.3125;334332.0967;213466.1708;161494.2432;235742.0216;199394.3039;860566.4283;575034.0837;456786.0724;258826.5181;259337.9391;228243.4929;265895.9091;229487.5604;332349.2608;485986.459;547476.1218;411741.4171;249010.1269;280908.6455;257569.9972;279178.6729;334881.0728;209860.1165;143760.3862;208750.8694;455416.1693;329714.0756;330071.9195;367001.6012;168413.7926;289332.2928;670949.3728;584691.5894;270844.9659;308334.6363;263801.7488;313264.0048;381970.3815;484165.444;530249.2894;455107.7002;330829.9629;392413.0475;417484.1579;328565.973;452931.4421;584454.7112;438614.2982;998030.2533;494175.6475;587662.9234;402742.3921;310967.088;388274.7764;406798.939;487283.2818;371595.2013;648394.7459;376699.648;412143.3734
 Otomotiv Endüstrisi;İSTANBUL;444433.2029;751669.952;502970.714;659529.8151;599341.1567;593667.8669;544654.3241;588223.4606;484468.9809;423347.7121;546819.2619;648038.5819;643794.6997;466710.3891;559353.6145;593016.0222;500194.4862;608690.9022;668156.192;462164.1418;567668.3687;543774.6934;509535.3469;487736.6353;438722.2571;497837.8802;430269.5561;205999.5054;310367.734;467979.2298;458372.4265;478400.3723;548178.7838;422435.7792;476268.1931;549628.6857;543461.9042;495051.5729;402073.7278;496703.8781;641761.6658;574785.6728;690247.7323;550876.3264;663373.1155;551569.2062;526297.6664;506724.2889;543220.3932;546350.0648;543716.8062;675435.684;594784.9903;642210.7517;611554.7166;704177.6426;467110.1392;661210.4429;556524.6117;609543.0585;675248.8957;773916.43;655938.4709;733615.0756
 Su Ürünleri ve Hayvansal Mamuller;İSTANBUL;36784.93;48013.01919;28215.53662;33861.68114;43759.24465;40500.22808;31123.37539;36344.20125;21608.69309;31699.47406;33381.13445;33485.52219;38435.46829;39696.02514;49920.40508;36799.56483;37120.55905;38418.87327;31523.40644;28690.08965;33684.00918;33352.38002;45811.15112;45131.84645;42171.25697;37473.60266;31007.43816;30763.25479;23279.25642;34666.89031;28575.19204;34767.52143;33653.4291;27211.35081;29387.0539;38743.75347;36912.49882;50705.00382;36863.39255;33288.80919;32721.26823;35768.18772;57937.03509;42652.10442;45436.00135;38929.35749;40624.7208;42381.16724;41056.61128;38848.45908;36726.21202;51788.44876;45486.60886;61816.99499;96903.60044;71564.86289;54957.46835;51733.24294;50487.52631;35274.56069;58598.09038;44870.03824;37172.95072;39249.54318
 Tekstil ve Hammaddeleri;İSTANBUL;296747.8603;270330.7177;287362.7475;336381.8648;298105.305;310555.2977;284725.9394;303556.3144;209645.2227;264667.6614;298133.5037;323403.196;320798.9324;290976.5967;283011.3464;314537.6878;289807.6837;327295.2005;279710.7925;249831.7836;286440.5916;297748.9354;286823.9631;258571.0296;283068.9289;287543.6307;252770.2654;128187.1502;161957.9722;277576.0031;235190.1421;284015.7342;295121.3117;239974.7223;288331.6501;318890.5393;379537.6848;322250.7158;295068.0675;306176.6071;339687.8505;339599.711;389219.0677;346314.3649;418832.6883;316365.3259;333272.5573;368767.8025;317030.6684;392751.8051;378394.0749;361116.1457;375327.4051;367192.1247;358943.8656;348701.1266;318712.048;344566.3927;354647.681;333013.1307;346665.1275;394214.0887;318201.265;353272.0945
 Tütün ;İSTANBUL;32061.20984;21625.38836;23174.23254;24715.60597;20726.52686;28987.25961;23791.67492;31742.16801;19545.65712;21130.58372;48954.38911;36711.7684;25920.12631;27584.84748;30920.61247;32166.43255;25333.76043;34777.66228;23106.32292;21359.98687;28385.59196;29574.10426;26815.59239;26043.85562;24368.78715;27449.94413;22708.09596;15880.37123;17642.18231;14025.55519;22766.47762;21421.25949;16263.35796;21441.06553;35919.58343;25678.98119;20941.58162;27854.20863;17401.54918;13747.27049;10051.44033;11777.19901;11882.95384;16282.80081;18338.47826;15570.90725;11154.39954;19675.57189;12706.5406;21904.11625;14947.78064;15661.63294;14396.04861;12912.79236;28779.54553;16790.65542;10787.69133;37978.90513;8212.57409;8711.75483;12979.31886;13950.94112;15106.68543;21864.07154
 Yaş Meyve ve Sebze  ;İSTANBUL;3057.78414;6961.66879;3909.47961;3659.58965;2629.4386;8243.379;12370.82873;6507.22108;12852.04017;5950.09567;7604.21467;6867.61845;8287.34243;3337.93611;3182.15882;3242.69012;3153.93336;4889.41551;8400.00664;4499.10972;7678.62857;7572.38395;9638.50675;10347.79185;8780.55382;7155.8447;5451.80331;3629.04163;4759.04224;5505.29585;13121.72696;11221.16273;7301.36076;5339.13316;7831.21916;8368.91882;10063.31354;14345.56652;12190.22839;10016.02159;8841.12872;5750.58812;6542.32927;10896.21146;9092.94596;5313.85885;6116.19976;6745.79699;9744.50762;8362.4064;10055.43151;7798.74909;14863.65398;10365.45481;17005.56924;14424.69182;9190.20616;10368.31062;8464.15581;8364.69685;7272.16434;8380.08209;7272.40829;7616.13994
 Zeytin ve Zeytinyağı ;İSTANBUL;11232.93972;5299.26818;10174.88721;13026.10812;6375.64821;5456.99558;2872.53726;3788.57677;3023.95338;3637.89952;4798.88695;5482.49243;6570.30859;6534.69423;3761.05774;6557.41332;5423.23324;6211.54545;3777.58028;2446.93004;4632.52912;4421.36303;3763.37479;3983.28747;4504.46896;4653.21827;5216.45107;5610.03842;4074.82152;3619.17869;2904.66532;4073.46731;2619.33502;4110.10812;3242.09206;3628.23098;4000.06301;4737.49809;3318.33734;4091.3935;4659.45135;3776.35382;5438.59327;4392.31501;3913.19531;4427.41475;3203.9214;4252.79451;2709.26135;4192.24027;4000.06301;5142.48161;4559.34362;6136.56842;5675.45773;13802.48641;4197.0757;17778.1579;5872.07378;9378.30276;5058.82961;10436.22608;10541.8374;9481.78289
TOPLAM;İSTANBUL;5123293.176;5890653.993;5230825.387;6444418.868;5730125.872;5854481.044;5258254.935;5767388.883;4427840.763;5670254.722;5996918.341;6552894.042;6249307.878;5256951.409;5494544.442;6445839.137;5802401.632;6779072.049;6382233.372;5591593.724;5993853.015;6172955.374;6023381.307;5689465.82;5579241.981;5748256.297;5237749.952;3654529.399;3815382.374;6576592.568;5367837.817;5998202.905;6783962.026;5131717.129;6356827.387;6957664.902;8108393.847;6584198.705;5704816.876;6085355.555;7124095.021;7203617.77;9366702.892;7940684.225;9168387.392;7450195.418;7499896.532;8396977.834;6933742.98;8426367.648;8064107.029;8327336.357;8661067.794;8315240.407;8668078.543;8704126.037;6992071.812;7576002.774;7938196.643;7504549.735;9057555.21;9425487.412;7370219.681;8109756.335
 Çelik;İZMIR;79299.29528;46741.03267;58804.05106;51475.46393;48725.15445;63393.52478;50480.0092;47072.70197;37097.656;56174.20533;42304.32869;57644.84921;56656.9665;47981.3111;48367.41675;58740.27383;59916.85363;62301.0224;43216.7412;63557.7627;44075.66012;54370.37028;37633.86655;52435.476;80521.06136;40482.09698;52082.22424;30517.94786;38713.07428;53089.45467;38400.25881;50875.50077;76974.44243;29291.27692;42273.76521;41847.12303;130841.6707;46194.63237;43306.76122;68176.70482;61717.43233;79801.87463;141026.6082;80043.19889;99704.98118;74453.73771;139035.1264;92893.9316;79678.77155;84413.01369;130837.4346;108173.2241;78498.05163;89484.21851;84702.22407;97896.24464;109310.961;124753.4636;104997.3551;121445.6003;89226.5914;111135.0618;83113.82784;97334.95232
 Çimento Cam Seramik ve Toprak Ürünleri;İZMIR;14849.60478;18489.21833;15441.23225;19968.48787;20274.0907;20172.75392;22677.46952;22575.68333;16089.07442;21329.20879;20615.43334;18974.9573;22245.99787;26329.26984;21157.83427;22266.2715;27293.02991;25006.74319;25772.29639;21359.16154;23206.47794;22137.19705;24731.38882;25007.9277;29792.08125;26200.47707;32310.27528;21419.35967;24359.94358;33265.7695;31566.52327;34451.035;28768.87693;33251.11325;36128.15208;35651.12184;34729.13581;33357.25284;26346.24561;32048.69785;37752.00188;38148.41893;60538.87011;37428.60473;50275.40387;46424.55676;41986.58738;34311.84483;36929.7003;31766.3996;34689.7568;31170.45234;36442.64531;30087.80378;37185.16378;31833.71519;26212.70387;29081.51814;36651.43208;24690.21291;44535.38564;30467.24793;25428.12315;33022.94732
 Demir ve Demir Dışı Metaller ;İZMIR;20760.16922;23245.35706;21995.18673;25534.45756;24008.29828;25721.08661;23435.96054;20129.13816;15593.15965;20999.94423;24895.26105;22850.13329;25228.45002;21899.32894;22827.13251;29449.02358;25020.66166;29033.93234;22022.60195;22598.48856;28571.24719;29871.20503;33431.45332;26112.26139;28092.26141;23357.62258;23515.55683;18790.10438;17128.29006;29528.08305;24274.16555;24230.79936;29138.45166;22713.43548;27211.51;28114.81331;39420.68488;26715.25162;23074.59238;28554.92258;32277.40592;34657.28883;50941.80395;32930.37234;43381.80972;32890.68447;34053.14635;36975.08747;30445.24056;37669.80756;39410.09928;39413.2154;37166.636;38453.05735;41148.74163;41684.78886;36509.20909;36384.72582;40202.08426;36850.11626;48680.34243;44375.62591;35328.28383;39604.59518
 Deri ve Deri Mamulleri ;İZMIR;13088.89135;11371.03347;12301.74829;12666.71481;9414.08056;9749.67216;13182.82831;12221.42814;8158.29446;12405.33632;13417.62198;11544.19593;11507.80862;10808.7845;11612.86906;14431.76248;8931.221;15109.6264;10992.4243;11789.1429;11767.8;10277.9494;9723.30198;10928.13615;13030.09867;14383.49354;10888.92956;4587.44047;4731.98215;8624.17321;7128.2626;10499.82054;15251.22624;9396.61674;10596.8152;10447.51652;14027.24162;11113.29908;11397.12231;10226.37004;11227.1146;9705.18014;15255.53825;12606.6869;13340.17989;8851.50374;14754.03038;13985.42363;13743.30326;13581.96197;14019.84453;11774.11232;14079.86164;11654.35173;15408.96449;14101.3397;13327.41874;14299.72821;14840.95074;14421.04417;15663.67129;16699.7315;10219.53779;10748.65383
 Diğer Sanayi Ürünleri;İZMIR;707.46289;719.33787;524.64351;660.63795;714.73452;547.2616;665.01099;473.14376;456.27754;1072.19068;617.31723;538.38968;1028.82951;247.6621;808.83157;805.86516;945.69667;600.22345;816.57484;971.52709;787.68655;864.08967;780.73552;845.85592;786.16535;816.18898;859.34871;265.00704;270.67262;865.46302;749.24271;1290.23209;1314.66227;1234.65163;1339.06688;1151.59086;1068.1865;1627.28207;1354.92861;1406.31618;1504.994;1578.6881;1720.81026;1191.04608;936.75754;734.82662;1057.13616;819.73529;917.39887;1138.50264;1068.1865;1038.28529;998.08173;753.68401;1519.88644;1257.41993;743.25001;908.69951;789.11305;936.40621;903.44214;1816.78285;869.05748;1750.41138
 Fındık ve Mamulleri ;İZMIR;2788.67192;2568.26252;2720.76245;3698.69787;3608.66966;2359.09532;2336.61744;2472.62298;1380.28527;1206.81133;3362.36083;5582.8593;4866.03484;2549.49849;3345.70649;3018.7736;3067.55317;2551.84941;1840.10602;1678.6388;3592.80854;6453.78793;5511.32222;4635.30107;4938.73949;5118.22423;4406.52524;3525.17737;3757.6601;4558.7381;3507.94451;3080.98439;3944.00785;1567.27866;8197.2438;8731.71711;8492.70998;6610.33409;5989.59245;4534.88439;5341.47404;7543.99689;4024.53173;5252.88934;3973.58114;3806.83621;3603.71028;2364.40859;3102.68229;6524.06154;8492.70998;4301.67596;7793.60142;5310.08644;6061.94643;4148.95998;6333.02035;4078.48147;4142.14416;3390.81818;4949.48005;4892.6934;3496.23178;5300.37366
 Halı ;İZMIR;2060.2093;144.62034;1737.54573;2751.38925;2451.72419;2760.41771;1777.81002;1788.94884;66.73143;1530.31013;2590.1959;651.86896;44.5244;134.19117;119.52041;325.99202;54.19729;245.50516;198.39437;70.10726;229.61128;62.25138;126.09615;410.56132;101.8218;355.68457;42.31421;3.33254;346.21465;94.55383;83.11285;244.55516;122.39142;192.34364;113.80692;238.53526;311.15971;113.63053;228.69275;313.5246;414.40114;380.94939;359.9887;219.27538;506.32744;468.35314;363.50437;1027.23729;301.18688;387.10541;311.15971;178.09859;218.6244;163.1046;584.62658;360.36982;118.66811;105.43972;472.85703;417.00061;226.10075;641.48766;149.30138;282.79639
 Hazırgiyim ve Konfeksiyon ;İZMIR;112867.0297;97401.38281;108553.962;135103.5639;115841.6945;109622.0744;115002.2319;128209.4404;81644.7794;108654.8645;102008.1077;113341.2685;111082.4458;109547.5507;108451.9799;121971.1654;102669.5871;124241.6543;126232.5868;106135.064;103632.9865;103343.9609;111870.155;97771.41784;120381.7841;121180.1644;83850.72485;46871.03401;57252.2487;88445.15097;105546.8877;169054.5403;133726.3723;137234.1568;142949.5258;140808.3899;131304.814;112794.2967;116258.5987;116240.548;118225.1665;116999.175;147013.3409;127284.721;129956.9082;94224.62452;125256.2551;116778.7664;117774.4729;130485.4069;131062.1139;97991.63366;128127.7077;112717.3789;136158.0241;119638.2291;132264.5996;117143.3373;133281.3772;108597.5233;136825.9115;128806.6978;116419.4688;123022.3174
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;İZMIR;19900.89241;28507.48062;22988.20588;31578.06324;26485.78245;21548.41241;20236.61885;13946.5447;11887.85686;16595.53412;20279.49914;20928.4367;24916.01092;33123.11897;22200.50852;15513.33476;21375.99701;29950.00028;17084.21968;21571.38489;21863.56875;54707.22957;28275.87693;30149.58696;39140.63241;22125.51877;35613.04373;24954.94036;27254.01801;24492.90321;27323.23314;25114.86708;28025.80345;31714.51119;30009.74435;23286.97323;49342.85185;36048.81113;35848.12943;37797.88223;28580.70835;35752.96721;36223.36215;42884.55064;71905.87467;90949.80805;42949.6393;54938.13308;74450.96647;43004.80123;49334.98909;63901.48921;39558.05077;41292.66376;56368.40383;57848.04801;45850.37624;56380.64406;75025.82238;60921.38719;37280.32586;86111.91237;34727.28239;46260.72519
 İklimlendirme Sanayii;İZMIR;23886.4016;34483.65321;33783.94888;43814.42958;36169.67475;38061.73073;32254.99363;32515.84714;30314.80394;30597.30947;33365.07626;38111.09079;35298.39446;30794.63475;32329.46403;38220.65309;36404.89893;47140.455;38212.17406;33418.35415;36483.19228;36443.03158;39888.12624;38611.81312;28710.57969;32372.77064;32861.67077;25563.99624;24516.5337;38350.6279;29712.01696;31994.22182;34849.21254;29300.04952;31421.50315;33176.66795;42017.28011;36320.44451;26033.11553;32508.95397;39364.23865;44376.91636;47740.28689;43916.11032;59463.9816;40301.31015;39641.27546;43233.65602;38604.32578;42647.91665;41940.28641;44577.75984;43661.57623;46094.17424;50685.51564;49537.25007;36646.65951;37845.12085;42858.67422;45152.0917;52732.81228;55287.66148;49406.66153;50438.08302
 Kimyevi Maddeler ve Mamulleri  ;İZMIR;121193.9494;118882.2278;132086.9758;131948.632;124692.0733;144364.0731;136215.1513;134136.648;105369.9774;142982.5853;146409.6557;109751.5943;98483.00544;123986.6038;129784.2443;128756.2654;136252.427;152431.1479;147970.8985;141045.4505;118278.1721;136390.1173;112218.2554;117104.7055;132039.5688;104951.6325;113281.341;96504.71989;86649.39856;180717.8927;106355.0795;120351.2074;176751.5304;102740.7992;114835.1277;117594.6991;182685.015;140683.943;131038.956;138729.8239;160799.2501;180501.6499;343628.7213;221653.9072;227681.85;207073.4794;197041.8901;265208.646;250603.1879;176500.5553;182041.8662;129943.7333;196327.6716;145820.7725;210467.1388;173892.6481;183118.9783;165324.131;188813.6909;167736.7211;217683.2144;216944.1538;177842.7097;185058.8861
 Kuru Meyve ve Mamulleri  ;İZMIR;34841.34566;37082.83279;33691.14146;36991.96407;34560.64993;34022.35163;28188.24771;27270.47045;20352.85893;27765.05725;40781.73389;51211.49307;44946.53202;34855.81229;36085.18238;34697.89464;34252.35156;36756.2772;29417.994;27325.16757;47123.74375;58172.87879;47523.26718;37328.18449;34709.57711;31926.21239;40421.99134;37684.62234;27187.83879;31186.05667;33702.76412;30891.51932;25911.8297;27267.25587;41920.16117;58298.18318;58783.01009;37559.50235;32301.34875;39752.6198;38454.18815;37650.21811;46450.39723;36598.95859;40354.58412;35325.14436;34527.38329;31500.8121;23530.62187;46556.62051;58031.56559;52418.24878;53411.68292;49072.95496;48386.62799;43009.9677;38503.21329;38801.52095;34441.58295;37593.80574;45220.16662;47904.08466;39562.37541;42263.02922
 Madencilik Ürünleri;İZMIR;16912.25983;19520.94771;14430.07171;17291.74016;20169.28807;22273.00114;20757.74575;19691.26888;16028.40827;15372.71028;17931.71271;20957.15349;20028.15059;15083.51651;11644.93048;14470.97548;22337.61561;25340.84678;18522.75306;19281.03107;17894.03832;20797.40446;17967.9544;20760.7845;18449.911;12859.70863;19603.15946;13811.50072;13294.44577;18688.83787;16415.5478;16435.52066;16705.50281;17493.77124;18123.17287;18156.57968;17156.1659;18751.6602;13385.78158;12451.53281;17200.31322;20305.44111;25520.68676;22064.29915;31111.61553;22083.41382;24771.95163;30810.70119;17535.83195;21843.41886;17158.14443;15999.01101;21066.91631;32493.97107;18425.08295;27404.23231;17248.99811;22838.76977;16970.98848;19735.15433;22989.74197;23607.28365;29819.28094;29561.57098
